lemma,translit,gloss
ταπεινός,tap-i-nos',"base, cast down, humble, of low degree (estate), lowly"
ταπεινόω,tap-i-no'-o,"abase, bring low, humble (self)"
ταράσσω,tar-as'-so,trouble
ταραχή,tar-akh-ay',trouble(-ing)
ταρταρόω,tar-tar-o'-o,cast down to hell
ταφή,taf-ay',X bury
ταχέως,takh-eh'-oce,"hastily, quickly, shortly, soon, suddenly"
ταχινός,takh-ee-nos',"shortly, swift"
ταχύ,takh-oo',"lightly, quickly"
ταχύς,takh-oos',swift
ταύταις,tow'-taheece,"hence, that, then, these, those"
ταύτῃ,tow'-tay,"her, + hereof, it, that, + thereby, the (same), this (same)"
ταὐτά,tow-tah',"even thus, (manner) like, so"
ταῦρος,tow'-ros,"bull, ox"
ταῦτα,tow'-tah,"+ afterward, follow, + hereafter, X him, the same, so, such, that, then, these, they, this, those, thus"
τεκμήριον,tek-may'-ree-on,infallible proof
τεκνίον,tek-nee'-on,little children
τεκνογονέω,tek-nog-on-eh'-o,bear children
τεκνογονία,tek-nog-on-ee'-ah,childbearing
τεκνοτροφέω,tek-not-rof-eh'-o,bring up children
τελέω,tel-eh'-o,"accomplish, make an end, expire, fill up, finish, go over, pay, perform"
τελείως,tel-i'-oce,to the end
τελείωσις,tel-i'-o-sis,"perfection, performance"
τελειωτής,tel-i-o-tace',finisher
τελειότης,tel-i-ot'-ace,perfection(-ness)
τελειόω,tel-i-o'-o,"consecrate, finish, fulfil, make) perfect"
τελεσφορέω,tel-es-for-eh'-o,bring fruit to perfection
τελευτάω,tel-yoo-tah'-o,"be dead, decease, die"
τελευτή,tel-yoo-tay',death
τελώνης,tel-o'-nace,publican
τελώνιον,tel-o'-nee-on,receipt of custom
τεσσαράκοντα,tes-sar-ak'-on-tah,forty
τεσσαρακονταετής,tes-sar-ak-on-tah-et-ace',"(+ full, of) forty years (old)"
τεσσαρεσκαιδέκατος,tes-sar-es-kahee-dek'-at-os,fourteenth
τεταρταῖος,tet-ar-tah'-yos,four days
τετράγωνος,tet-rag'-o-nos,foursquare
τετράδιον,tet-rad'-ee-on,quaternion
τετράμηνον,tet-ram'-ay-non,four months
τετράπους,tet-rap'-ooce,fourfooted beast
τετράρχης,tet-rar'-khace,tetrarch
τετρακισχίλιοι,tet-rak-is-khil'-ee-oy,four thousand
τετρακόσιοι,tet-rak-os'-ee-oy,four hundred
τετραπλόος,tet-rap-lo'-os,fourfold
τετραρχέω,tet-rar-kheh'-o,(be) tetrarch
τεφρόω,tef-ro'-o,turn to ashes
τεχνίτης,tekh-nee'-tace,"builder, craftsman"
τεῖχος,ti'-khos,wall
τηλαυγῶς,tay-low-goce',clearly
τηλικοῦτος,tay-lik-oo'-tos,"so great, so mighty"
τηρέω,tay-reh'-o,"hold fast, keep(- er), (pre-, re-)serve, watch"
τιμάω,tim-ah'-o,"honour, value"
τιμή,tee-may',"honour, precious, price, some"
τιμιότης,tim-ee-ot'-ace,costliness
τιμωρέω,tim-o-reh'-o,punish
τιμωρία,tee-mo-ree'-ah,punishment
τοί,toy,"(used only with other particles in the comparative, as kaitoige, mentoi, toigaroun, toinun, etc"
τοίνυν,toy'-noon,"then, therefore"
τοιγαροῦν,toy-gar-oon',there-(where-)fore
τοιοῦτος,toy-oo'-tos,"like, such (an one)"
τοιόσδε,toy-os'-deh,such
τολμάω,tol-mah'-o,"be bold, boldly, dare, durst"
τολμηρότερον,tol-may-rot'-er-on,the more boldly
τολμητής,tol-may-tace',presumptuous
τομώτερος,tom-o'-ter-os,sharper
τοπάζιον,top-ad'-zee-on,topaz
τοσοῦτος,tos-oo'-tos,"as large, so great (long, many, much), these many"
τουτέστι,toot-es'-tee,that is (to say)
τούτοις,too'-toice,"such, them, there(-in, -with), these, this, those"
τούτου,too'-too,"here(-by), him, it, + such manner of, that, thence(-forth), thereabout, this, thus"
τούτους,too'-tooce,"such, them, these, this"
τούτων,too'-tone,"such, their, these (things), they, this sort, those"
τούτῳ,too'-to,"here(-by, -in), him, one, the same, there(-in), this"
τοὐναντίον,too-nan-tee'-on,contrariwise
τοὔνομα,too'-no-mah,named
τοῖχος,toy'-khos,wall
τοῦ,too,his
τοῦτο,too'-to,"here (-unto), it, partly, self(-same), so, that (intent), the same, there(-fore, -unto), this, thus, where(-fore)"
τοῦτον,too'-ton,"him, the same, that, this"
τράγος,trag'-os,goat
τράπεζα,trap'-ed-zah,"bank, meat, table"
τράχηλος,trakh'-ay-los,neck
τρέμω,trem'-o,"be afraid, trembling"
τρέφω,tref'-o,"bring up, feed, nourish"
τρέχω,trekh'-o,"have course, run"
τρίβολος,trib'-ol-os,"brier, thistle"
τρίβος,tree'-bos,path
τρίζω,trid'-zo,gnash
τρίμηνον,trim'-ay-non,three months
τρίς,trece,"three times, thrice"
τρίστεγον,tris'-teg-on,third loft
τρίτος,tree'-tos,third(-ly)
τρίχινος,trikh'-ee-nos,of hair
τραπεζίτης,trap-ed-zee'-tace,exchanger
τραυματίζω,trow-mat-id'-zo,wound
τραχηλίζω,trakh-ay-lid'-zo,opened
τραχύς,trakh-oos',"rock, rough"
τραῦμα,trow'-mah,wound
τρεῖς,trice,three
τριάκοντα,tree-ak'-on-tah,thirty
τριακόσιοι,tree-ak-os'-ee-oy,three hundred
τριετία,tree-et-ee'-ah,space of three years
τρισχίλιοι,tris-khil'-ee-oy,three thousand
τροπή,trop-ay',turning
τροποφορέω,trop-of-or-eh'-o,suffer the manners
τροφή,trof-ay',"food, meat"
τροφός,trof-os',nurse
τροχιά,trokh-ee-ah',path
τροχός,trokh-os',course
τρυγάω,troo-gah'-o,gather
τρυγών,troo-gone',turtle-dove
τρυμαλιά,troo-mal-ee-ah',eye
τρυφάω,troo-fah'-o,live in pleasure
τρυφή,troo-fay',"delicately, riot"
τρόμος,trom'-os,+ tremble(-ing)
τρόπος,trop'-os,"(even) as, conversation, (+ like) manner, (+ by any) means, way"
τρύβλιον,troob'-lee-on,dish
τρύπημα,troo'-pay-mah,eye
τρώγω,tro'-go,eat
τυγχάνω,toong-khan'-o,"be, chance, enjoy, little, obtain, X refresh…self, + special"
τυμπανίζω,toom-pan-id'-zo,torture
τυρβάζω,toor-bad'-zo,trouble
τυφλός,toof-los',blind
τυφλόω,toof-lo'-o,blind
τυφωνικός,too-fo-nee-kos',tempestuous
τυφόω,toof-o'-o,"high-minded, be lifted up with pride, be proud"
τόκος,tok'-os,usury
τόξον,tox'-on,bow
τόπος,top'-os,"coast, licence, place, X plain, quarter, + rock, room, where"
τότε,tot'-eh,"that time, then"
τύπος,too'-pos,"en-(ex-)ample, fashion, figure, form, manner, pattern, print"
τύπτω,toop'-to,"beat, smite, strike, wound"
τύφω,too'-fo,smoke
τὶς,tis,"a (kind of), any (man, thing, thing at all), certain (thing), divers, he (every) man, one (X thing), ought, + partly, some (man, -body, - thing, -what), (+ that no-)thing, what(-soever), X wherewith, whom(-soever), whose(-soever)"
υἱοθεσία,hwee-oth-es-ee'-ah,"adoption (of children, of sons)"
υἱός,hwee-os',"child, foal, son"
φάγος,fag'-os,gluttonous
φάγω,fag'-o,"eat, meat"
φάντασμα,fan'-tas-mah,spirit
φάραγξ,far'-anx,valley
φάρμακος,far-mak-os',sorcerer
φάσις,fas'-is,tidings
φάσκω,fas'-ko,"affirm, profess, say"
φάτνη,fat'-nay,"manager, stall"
φέγγος,feng'-gos,light
φέρω,fer'-o,"be, bear, bring (forth), carry, come, + let her drive, be driven, endure, go on, lay, lead, move, reach, rushing, uphold"
φήμη,fay'-may,fame
φίλανδρος,fil'-an-dros,love their husbands
φίλαυτος,fil'-ow-tos,lover of own self
φίλημα,fil'-ay-mah,kiss
φίλος,fee'-los,friend
φαίνω,fah'-ee-no,"appear, seem, be seen, shine, X think"
φανέρωσις,fan-er'-o-sis,manifestation
φανερός,fan-er-os',"abroad, + appear, known, manifest, open (+ -ly), outward (+ -ly)"
φανερόω,fan-er-o'-o,"appear, manifestly declare, (make) manifest (forth), shew (self)"
φανερῶς,fan-er-oce',"evidently, openly"
φαντάζω,fan-tad'-zo,sight
φαντασία,fan-tas-ee'-ah,pomp
φανός,fan-os',lantern
φαρμακεία,far-mak-i'-ah,"sorcery, witchcraft"
φαρμακεύς,far-mak-yoos',sorcerer
φαῦλος,fow'-los,evil
φείδομαι,fi'-dom-ahee,"forbear, spare"
φειδομένως,fi-dom-en'-oce,sparingly
φελόνης,fel-on'-ace,cloke
φεύγω,fyoo'-go,"escape, flee (away)"
φημί,fay-mee',"affirm, say"
φθάνω,fthan'-o,"(already) attain, come, prevent"
φθέγγομαι,ftheng'-gom-ahee,speak
φθαρτός,fthar-tos',corruptible
φθείρω,fthi'-ro,"corrupt (self), defile, destroy"
φθινοπωρινός,fthin-op-o-ree-nos',whose fruit withereth
φθονέω,fthon-eh'-o,envy
φθορά,fthor-ah',"corruption, destroy, perish"
φθόγγος,ftong'-gos,sound
φθόνος,fthon'-os,envy
φιάλη,fee-al'-ay,vial
φιλάγαθος,fil-ag'-ath-os,love of good men
φιλάδελφος,fil-ad'-el-fos,love as brethren
φιλάργυρος,fil-ar'-goo-ros,covetous
φιλέω,fil-eh'-o,"kiss, love"
φιλήδονος,fil-ay'-don-os,lover of pleasure
φιλία,fil-ee'-ah,friendship
φιλαδελφία,fil-ad-el-fee'-ah,"brotherly love (kindness), love of the brethren"
φιλανθρωπία,fil-an-thro-pee'-ah,"kindness, love towards man"
φιλανθρώπως,fil-an-thro'-poce,courteously
φιλαργυρία,fil-ar-goo-ree'-ah,love of money
φιλονεικία,fil-on-i-kee'-ah,strife
φιλονεξία,fil-on-ex-ee'-ah,"entertain stranger, hospitality"
φιλοπρωτεύω,fil-op-rote-yoo'-o,love to have the preeminence
φιλοσοφία,fil-os-of-ee'-ah,philosophy
φιλοτιμέομαι,fil-ot-im-eh'-om-ahee,"labour, strive, study"
φιλοφρόνως,fil-of-ron'-oce,courteously
φιλόθεος,fil-oth'-eh-os,lover of God
φιλόνεικος,fil-on'-i-kos,contentious
φιλόξενος,fil-ox'-en-os,"given to (lover of, use) hospitality"
φιλόσοφος,fil-os'-of-os,philosopher
φιλόστοργος,fil-os'-tor-gos,kindly affectioned
φιλότεκνος,fil-ot'-ek-nos,love their children
φιλόφρων,fil-of'-rone,courteous
φιμόω,fee-mo'-o,muzzle
φλογίζω,flog-id'-zo,set on fire
φλυαρέω,floo-ar-eh'-o,prate against
φλόξ,flox,flame(-ing)
φλύαρος,floo'-ar-os,tattler
φοβέω,fob-eh'-o,"be (+ sore) afraid, fear (exceedingly), reverence"
φοβερός,fob-er-os',"fearful, terrible"
φονεύς,fon-yooce',murderer
φονεύω,fon-yoo'-o,"kill, do murder, slay"
φορέω,for-eh'-o,"bear, wear"
φορτίζω,for-tid'-zo,"lade, by heavy laden"
φορτίον,for-tee'-on,burden
φοῖνιξ,foy'-nix,palm (tree)
φράζω,frad'-zo,declare
φράσσω,fras'-so,stop
φρέαρ,freh'-ar,"well, pit"
φρήν,frane,understanding
φρίσσω,fris'-so,tremble
φραγέλλιον,frag-el'-le-on,scourge
φραγελλόω,frag-el-lo'-o,scourge
φραγμός,frag-mos',"hedge (+ round about), partition"
φρεναπάτης,fren-ap-at'-ace,deceiver
φρεναπατάω,fren-ap-at-ah'-o,deceive
φρονέω,fron-eh'-o,"set the affection on, (be) care(-ful), (be like-, + be of one, + be of the same, + let this) mind(-ed), regard, savour, think"
φρονίμως,fron-im'-oce,wisely
φροντίζω,fron-tid'-zo,be careful
φρουρέω,froo-reh'-o,keep (with a garrison)
φρυάσσω,froo-as'-so,rage
φρόνημα,fron'-ay-mah,"(be, + be carnally, + be spiritually) mind(-ed)"
φρόνησις,fron'-ay-sis,"prudence, wisdom"
φρόνιμος,fron'-ee-mos,wise(-r)
φρύγανον,froo'-gan-on,stick
φυγή,foog-ay',flight
φυλάσσω,foo-las'-so,"beward, keep (self), observe, save"
φυλή,foo-lay',"kindred, tribe"
φυλακή,foo-lak-ay',"cage, hold, (im-)prison(-ment), ward, watch"
φυλακίζω,foo-lak-id'-zo,imprison
φυλακτήριον,foo-lak-tay'-ree-on,phylactery
φυσίωσις,foo-see'-o-sis,swelling
φυσικός,foo-see-kos',natural
φυσικῶς,foo-see-koce',naturally
φυσιόω,foo-see-o'-o,puff up
φυτεία,foo-ti'-ah,plant
φυτεύω,foot-yoo'-o,plant
φωλεός,fo-leh-os',hole
φωνέω,fo-neh'-o,"call (for), crow, cry"
φωνή,fo-nay',"noise, sound, voice"
φωστήρ,foce-tare',light
φωσφόρος,foce-for'-os,day star
φωτίζω,fo-tid'-zo,"enlighten, illuminate, (bring to, give) light, make to see"
φωτεινός,fo-ti-nos',"bright, full of light"
φωτισμός,fo-tis-mos',light
φόβητρον,fob'-ay-tron,fearful sight
φόβος,fob'-os,"be afraid, + exceedingly, fear, terror"
φόνος,fon'-os,"murder, + be slain with, slaughter"
φόρος,for'-os,tribute
φόρτος,for'-tos,lading
φύλαξ,foo'-lax,keeper
φύλλον,fool'-lon,leaf
φύραμα,foo'-ram-ah,lump
φύσις,foo'-sis,"(man-)kind, nature(-al)"
φύω,foo'-o,spring (up)
φῶς,foce,"fire, light"
χάλαζα,khal'-ad-zah,hail
χάλκεος,khal'-keh-os,brass
χάραγμα,khar'-ag-mah,"graven, mark"
χάραξ,khar'-ax,trench
χάριν,khar'-in,"be-(for) cause of, for sake of, +…fore, X reproachfully"
χάρις,khar'-ece,"acceptable, benefit, favour, gift, grace(- ious), joy, liberality, pleasure, thank(-s, -worthy)"
χάρισμα,khar'-is-mah,(free) gift
χάρτης,khar'-tace,paper
χάσμα,khas'-mah,gulf
χήρα,khay'-rah,widow
χίλιοι,khil'-ee-oy,thousand
χαίρω,khah'-ee-ro,"farewell, be glad, God speed, greeting, hall, joy(- fully), rejoice"
χαλάω,khal-ah'-o,"let down, strike"
χαλεπός,khal-ep-os',"fierce, perilous"
χαλιναγωγέω,khal-in-ag-ogue-eh'-o,bridle
χαλινός,khal-ee-nos',"bit, bridle"
χαλκίον,khal-kee'-on,brazen vessel
χαλκεύς,khalk-yooce',coppersmith
χαλκηδών,khal-kay-dohn',chalcedony
χαλκολίβανον,khal-kol-ib'-an-on,fine brass
χαλκός,khal-kos',"brass, money"
χαμαί,kham-ah'-ee,on (to) the ground
χαρά,khar-ah',"gladness, X greatly, (X be exceeding) joy(-ful, -fully, -fulness, -ous)"
χαρίζομαι,khar-id'-zom-ahee,"deliver, (frankly) forgive, (freely) give, grant"
χαρακτήρ,khar-ak-tare',express image
χαριτόω,khar-ee-to'-o,"make accepted, be highly favoured"
χείμαῤῥος,khi'-mar-hros,brook
χείρ,khire,hand
χείρων,khi'-rone,"sorer, worse"
χειμάζω,khi-mad'-zo,be tossed with tempest
χειμών,khi-mone',"tempest, foul weather, winter"
χειραγωγέω,khi-rag-ogue-eh'-o,lead by the hand
χειραγωγός,khi-rag-o-gos',some to lead by the hand
χειροποίητος,khi-rop-oy'-ay-tos,made by (make with) hands
χειροτονέω,khi-rot-on-eh'-o,"choose, ordain"
χειρόγραφον,khi-rog'-raf-on,handwriting
χερουβίμ,kher-oo-beem',cherubims
χεῖλος,khi'-los,"lip, shore"
χθές,khthes,yesterday
χιλίαρχος,khil-ee'-ar-khos,"(chief, high) captain"
χιλιάς,khil-ee-as',thousand
χιτών,khee-tone',"clothes, coat, garment"
χιών,khee-one',snow
χλαμύς,khlam-ooce',robe
χλευάζω,khlyoo-ad'-zo,mock
χλιαρός,khlee-ar-os',lukewarm
χλωρός,khlo-ros',"green, pale"
χξϛ,khee xee stig'-ma,six hundred threescore and six
χολάω,khol-ah'-o,be angry
χολή,khol-ay',gall
χορηγέω,khor-ayg-eh'-o,"give, minister"
χορτάζω,khor-tad'-zo,"feed, fill, satisfy"
χορός,khor-os',dancing
χοϊκός,kho-ik-os',earthy
χοῖνιξ,khoy'-nix,measure
χοῖρος,khoy'-ros,swine
χράομαι,khrah'-om-ahee,"entreat, use"
χράω,khrah'-o,lend
χρή,khray,ought
χρήσιμος,khray'-see-mos,profit
χρίω,khree'-o,anoint
χρεία,khri'-ah,"business, lack, necessary(-ity), need(-ful), use, want"
χρεωφειλέτης,khreh-o-fi-let'-ace,debtor
χρηματίζω,khray-mat-id'-zo,"be called, be admonished (warned) of God, reveal, speak"
χρηματισμός,khray-mat-is-mos',answer of God
χρηστεύομαι,khraste-yoo'-om-ahee,be kind
χρηστολογία,khrase-tol-og-ee'-ah,good words
χρηστός,khrase-tos',"better, easy, good(-ness), gracious, kind"
χρηστότης,khray-stot'-ace,"gentleness, good(-ness), kindness"
χρονίζω,khron-id'-zo,"delay, tarry"
χρονοτριβέω,khron-ot-rib-eh'-o,spend time
χρυσίον,khroo-see'-on,gold
χρυσοδακτύλιος,khroo-sod-ak-too'-lee-os,with a gold ring
χρυσόλιθος,khroo-sol'-ee-thos,chrysolite
χρυσόπρασος,khroo-sop'-ras-os,chrysoprase
χρυσός,khroo-sos',gold
χρυσόω,khroo-so'-o,deck
χρόνος,khron'-os,"+ years old, season, space, (X often-)time(-s), (a) while"
χρύσεος,khroo'-seh-os,"of gold, golden"
χρώς,khroce,body
χρῄζω,khrade'-zo,(have) need
χρῆμα,khray'-mah,"money, riches"
χρῆσις,khray'-sis,use
χρῖσμα,khris'-mah,"anointing, unction"
χωλός,kho-los',"cripple, halt, lame"
χωρέω,kho-reh'-o,"come, contain, go, have place, (can, be room to) receive"
χωρίζω,kho-rid'-zo,"depart, put asunder, separate"
χωρίον,kho-ree'-on,"field, land, parcel of ground, place, possession"
χωρίς,kho-rece',"beside, by itself, without"
χόος,kho'-os,dust
χόρτασμα,khor'-tas-mah,sustenance
χόρτος,khor'-tos,"blade, grass, hay"
χώρα,kho'-rah,"coast, county, fields, ground, land, region"
χῶρος,kho'-ros,north west
ψάλλω,psal'-lo,"make melody, sing (psalms)"
ψαλμός,psal-mos',psalm
ψευδάδελφος,psyoo-dad'-el-fos,false brethren
ψευδής,psyoo-dace',"false, liar"
ψευδαπόστολος,psyoo-dap-os'-tol-os,false teacher
ψευδοδιδάσκαλος,psyoo-dod-id-as'-kal-os,false teacher
ψευδολόγος,psyoo-dol-og'-os,speaking lies
ψευδομάρτυρ,psyoo-dom-ar'-toor,false witness
ψευδομαρτυρέω,psyoo-dom-ar-too-reh'-o,be a false witness
ψευδομαρτυρία,psyoo-dom-ar-too-ree'-ah,false witness
ψευδοπροφήτης,psyoo-dop-rof-ay'-tace,false prophet
ψευδόχριστος,psyoo-dokh'-ris-tos,false Christ
ψευδώνυμος,psyoo-do'-noo-mos,falsely so called
ψεύδομαι,psyoo'-dom-ahee,"falsely, lie"
ψεύστης,psyoos-tace',liar
ψεῦδος,psyoo'-dos,"lie, lying"
ψεῦσμα,psyoos'-mah,lie
ψηλαφάω,psay-laf-ah'-o,"feel after, handle, touch"
ψηφίζω,psay-fid'-zo,count
ψιθυρισμός,psith-oo-ris-mos',whispering
ψιθυριστής,psith-oo-ris-tace',whisperer
ψιχίον,psikh-ee'-on,crumb
